canonical_fix_id,row_id,origin,subsystem,severity_final,final_verdict,resolution_mode,target_wave,release_relevance,status,notes
ISSUE-00183,ISSUE-00183,existing,learning,P1,confirmed_but_statement_drifted,code_change,phase3e-learning-observability-family,yes,verified_main_runtime,"Closed on main runtime after moving the guardrail ahead of action creation. In the fresh rerun, the second same-signature failure created one pending action, the third failure raised diagnosisCount to 3 but left counts flat at incidents=2, openIncidents=1, actions=1, plannedActions=1, and no duplicate planned action was created while the existing action was still pending."
ISSUE-00184,ISSUE-00184,existing,ui,P2,confirmed_exact,code_change,phase2-release-blockers,main-runtime-open-blocker,verified_main_runtime,"Verified after remediation: guided flow now builds a canonical three-segment session key, the server accepts cross-border-hero as a live wizard alias, API start/continue succeed, UI /flow/cross-border-hero renders the guided flow instead of failure copy, and state persisted in uix_guided_contexts / sessions / friday_agent_runs."
ISSUE-00185,ISSUE-00185,existing,api,P3,confirmed_exact,code_change,phase4-design-density,no,queued,uix user-profile update still only accepts onboardedAt when the body field is a non-empty string. Live PUT with {onboardedAt:null} and {onboardedAt:''} both returned 200 yet preserved the prior onboardedAt value 1970-01-01T00:00:00.000Z.
ISSUE-00186,ISSUE-00186,existing,api,P1,confirmed_exact,code_change,phase3d-api-security-family,yes,verified_main_runtime,"Session access tokens are now tracked in auth_access_tokens, /v1/security/tokens/revoke revokes the tracked token + owning auth_session, and main-runtime rerun shows revoked:true, a persisted revoked_access_tokens row, tracked/session revoked_at timestamps, and GET /v1/auth/me returning 401 TOKEN_REVOKED. Legacy untracked session tokens are also rejected on main runtime with 401 TOKEN_UNTRACKED after v072 access-token tracking enforcement."
ISSUE-00187,ISSUE-00187,existing,api,P1,confirmed_exact,code_change,phase3d-api-security-family,yes,verified_main_runtime,"Main-runtime audit durability is fixed and revalidated end-to-end. A real denied marketplace install now persists both JSONL and SQLite evidence: audit_logs rose from 0 to 3, the latest SQLite row records action=listing.installation.denied with reason=entitlement_required, and the canonical FRIDAY_STATE_DIR/.friday/audit.jsonl file now exists with the same listing.installation.denied terminal line."
ISSUE-00188,ISSUE-00188,existing,api,P2,confirmed_exact,code_change,phase4-design-density,no,queued,"Current multi-tenant security routes are still compiled and imported, but api-runtime only mounts them when deps.multiTenantSecurity is provided; hub bootstrap still leaves multiTenantSecurityDeps undefined unless FRIDAY_MULTI_TENANT_ENABLED=true. Live default main hub still returns 404 for /v1/security/tenants, /v1/security/tenants/admin-001, and /v1/security/workspaces."
ISSUE-00189,ISSUE-00189,existing,api,P3,confirmed_exact,code_change,phase4-design-density,no,queued,"Secret CRUD still has no audit trail. Current secret admin service performs create/update/delete directly against the secret repository with no audit logger call, live create/update/delete all succeeded, and audit_logs remained 0 before and after the sequence with no residual audit-00189 secret rows left behind."
ISSUE-00190,ISSUE-00190,existing,agent,P1,confirmed_exact,code_change,phase3c-agent-provider-family,yes,verified_main_runtime,"SSRF default-open behavior is now closed. Source no longer defaults allowPrivateNetwork to true outside production; private-network access is now fail-closed unless explicitly enabled via FRIDAY_ALLOW_PRIVATE_NETWORK or input.ssrfPolicy.allowPrivateNetwork, and new hub-config unit coverage locks that default in place. Fresh main-runtime and isolated reruns both prove the live guard now blocks loopback and metadata fetches through real agent runs: the loopback probe returned blocked SSRF text, the local loopback target saw 0 hits, metadata fetches were blocked with the same guard family, and the isolated Anthropic lane recorded matching anthropic llm_usage_records rows while still denying both private URLs."
ISSUE-00191,ISSUE-00191,existing,agent,P2,confirmed_but_statement_drifted,code_change,phase4-design-density,no,queued,"hostnameAllowlist is no longer completely unwired, but it still lacks a normal CLI/env materialization path and current runtimes remain permissive by default. FridayHubConfig and createFridayAgentSsrfGuard accept ssrfPolicy, so an embedder can pass hostnameAllowlist programmatically; however buildConfig exposes no ssrf CLI fields, resolveFridayHubConfig only materializes {allowPrivateNetwork}, and the documented env surface only covers FRIDAY_ALLOW_PRIVATE_NETWORK. On the live isolated runtime, a real Anthropic agent run successfully used web_fetch against loopback http://127.0.0.1:56761/v1/health and returned the state field, confirming that the current non-production default still allows private-network fetches."
ISSUE-00192,ISSUE-00192,existing,agent,P2,confirmed_exact,code_change,phase4-design-density,no,queued,"rejectPlan still accepts completed runs and rewrites their persisted outcome. The route only checks that the run exists, and agentPlanningGate.rejectPlan updates status to cancelled with durationMs=0 and the fixed rejection response without checking current status. A real Anthropic run first completed with responseText=AGENT_REJECT_PLAN_PROBE and durationMs=1674; POST /reject-plan then returned 200 cancelled; and the subsequent run read plus friday_agent_runs state showed response_text replaced by the rejection text and duration_ms reset to 0."
ISSUE-00193,ISSUE-00193,existing,channels,P1,confirmed_exact,code_change,phase3d-api-security-family,yes,verified_main_runtime,"Lark webhook remediation is closed. Webhook mode now requires verificationToken, uses verificationToken + encryptKey instead of appSecret for callback trust, verifies challenge/event tokens before dispatch, and validates the official sha256(timestamp+nonce+encryptKey+rawBody) signature when encryptKey is configured. Main runtime still truthfully exposes Lark as CAPABILITY_DISABLED; the standalone live HTTP probe now shows challenge acceptance only for the configured token, 403 on invalid token, 401 on missing signature, 403 on invalid signature, and 200 dispatch only for a valid signed event."
ISSUE-00194,ISSUE-00194,existing,channels,P2,confirmed_exact,code_change,phase4-design-density,no,queued,"Slack HTTP Events support is still orphaned from the public API surface. The production Slack service still exposes createSlackHttpEventService() and verifySlackSignature(); the Slack channel still supports mode=""http"" with signingSecret and uses httpEvents.start(...); hub bootstrap still injects createSlackHttpEventService into the Slack builtin; but createFridayChannelWebhookRoutes registers no /v1/channel-webhooks/slack handler, and a live POST /v1/channel-webhooks/slack still returned 404 NOT_FOUND. Socket mode remains available, but the HTTP Events API path is still unwired."
ISSUE-00195,ISSUE-00195,existing,channels,P3,confirmed_exact,code_change,phase4-design-density,no,queued,"The inbound debouncer still has no per-key cap and still resets its timer indefinitely. Source keeps existing.messages.push(msg) without any bound and recombines the full buffered array with join(""\n""); hub bootstrap still wraps live channel handlers with this debouncer whenever FRIDAY_CHANNEL_DEBOUNCE_MS > 0 (default parse fallback is 0, so the exposure is feature-gated). A direct execution of the built production debouncer with windowMs=120 and 180 same-key messages spaced 20ms apart produced zero handler emissions while traffic continued, then a single emitted message after the sender stopped with textLength=738069 and lineCount=180, confirming unbounded accumulation into one downstream payload."
ISSUE-00196,ISSUE-00196,existing,memory,P2,confirmed_exact,code_change,phase4-design-density,no,queued,"The silent raw-namespace rewrite still reproduces exactly, now with Anthropic-backed proof. Source still rewrites out-of-scope tenant requests through resolveNamespace/scopeNamespaceFilter without surfacing the effective namespace. A real Anthropic agent run 91faf187-827d-4130-ac1a-43b54ef85a25 used memory_store and completed on provider d019c059-90e3-4c7d-b21e-cdf621f86d91 / claude-sonnet-4-20250514; DB state still contains 5 rows in raw namespace agent:agent:run:91faf187-827d-4130-ac1a-43b54ef85a25. Yet authenticated main-runtime GET /v1/memory/items?namespace=agent:agent:run:91faf... returned items=[], POST /v1/memory/prune {namespace: raw, dryRun:true} returned deletedCount=0, and actual prune returned deletedCount=0 while the DB row count stayed 5→5."
ISSUE-00197,ISSUE-00197,existing,memory,P2,confirmed_but_statement_drifted,code_change,phase4-design-density,no,queued,"The defense-in-depth defect is live on the current main runtime, but the strongest current proof is narrower than the original null-principal wording. Source still shows defaultResolveContext elevating service/workflow-runner principals to accessLevel=system and API memory routes still construct guards via memoryGuardFactory.forPrincipal(ctx.principal) with no override. Fresh live probes on the main runtime showed an admin user token was blocked from POST /v1/memory/store into reserved namespace system.auditprobe.00197 with MEMORY_GUARD_NAMESPACE_RESERVED, while forged-but-valid service and workflow-runner tokens signed with the runtime token secret both stored and listed items in that reserved namespace. A follow-up state probe confirmed the reserved-namespace row was physically inserted into memory_items before cleanup and removed after delete. Corrected statement: current production wiring still grants system-level memory guard access to accepted service/workflow-runner principals o"
ISSUE-00198,ISSUE-00198,existing,memory,P3,confirmed_exact,code_change,phase4-design-density,no,queued,"The public memory API blind spot remains exact on current code, now with Anthropic-backed proof across list/search/prune. Real Anthropic agent runs 91faf187-827d-4130-ac1a-43b54ef85a25, 124a5685-ed88-43d9-88b7-9063417ddd6f, and 225241f0-9dc6-4d0d-a6df-71d936de6655 all report actualProviderKind=anthropic and memory_store usage, while DB state still shows raw agent namespaces that are invisible to the public API. For raw namespace agent:agent:run:91faf..., DB count stays at 5, authenticated GET /v1/memory/items returns items=[], authenticated POST /v1/memory/search with query=number_1 and the same raw namespace also returns items=[], and prune returns deletedCount=0 with DB unchanged."
ISSUE-00199,ISSUE-00199,existing,skills,P1,confirmed_exact,code_change,phase3c-agent-provider-family,yes,verified_main_runtime,"Shell executor environment leakage is now closed and revalidated on both live lanes. Source now constructs child env from a minimal baseline allowlist plus explicit overrides only, and the shell-executor regression test proves undeclared parent secrets no longer cross the boundary while explicit requested env still works. Fresh main-runtime and isolated reruns both show direct `/v1/skills/audit-shell-env-presence-probe/run` returning `visibleEnv=false` for OPENAI_API_KEY, ANTHROPIC_API_KEY, FRIDAY_ANTHROPIC_API_KEY, and FRIDAY_MASTER_KEY while preserving PATH/HOME/TMPDIR, SQLite persists the matching `memory_items` `skill_runs` row for the direct run, the agent lane invoked `skill_run` successfully on both runtimes, and the isolated Anthropic lane recorded matching `llm_usage_records` rows while the probe still reported all secret envs hidden."
ISSUE-00200,ISSUE-00200,existing,skills,P1,confirmed_exact,code_change,phase3c-agent-provider-family,yes,verified_main_runtime,"Node skill execution is now fail-closed on the main runtime. Source now blocks unisolated node-based skills behind FRIDAY_ENABLE_UNISOLATED_NODE_SKILLS across the node executor, skill executor, direct /v1/skills/:skillId/run route, agent skill_run tool, and skill-generator explicit self-test, with regression coverage proving the disabled surface returns CAPABILITY_DISABLED instead of executing in-process imports. Fresh main-runtime rerun against node skill system-health-snapshot returned HTTP 501 CAPABILITY_DISABLED and left memory_items namespace=skill_runs unchanged, proving no execution checkpoint was persisted. Fresh isolated rerun reproduced the same fail-closed direct result and also performed a real Anthropic-backed ai-inference skill execution that returned the exact marker ISSUE-00200-ANTHROPIC-OK, confirming real model participation on the same runtime while node skill execution remained disabled by policy."
ISSUE-00201,ISSUE-00201,existing,skills,P2,confirmed_but_statement_drifted,code_change,phase4-design-density,no,queued,"Trust/executionMode is still not enforced by the executor, but it is no longer entirely unused inside src/skills. The trust enforcer still computes executionMode from origin, and POST /verify now surfaces it in trustSummary reasons (bundled skill -> Execution mode: trusted; managed skill -> Execution mode: restricted). However friday-skill-executor still dispatches solely on manifest.runtime.kind and never branches on trustTier or executionMode, so the sandbox taxonomy remains advisory/diagnostic rather than an execution boundary."
ISSUE-00202,ISSUE-00202,existing,workflows,P2,partially_confirmed_scope_limited,code_change,phase4-design-density,no,queued,"Current approval surface still shares workflow.run scope with run-start and still defaults unconstrained approvals to null approver fields, but this batch did not live-prove a lower-privilege operator token resolving them. Source confirms all eight approval routes require workflow.run, runtime wiring instantiates createFridayWorkflowApprovalService without resolveUserRole, and assertApproverAuthorized only enforces role checks when approval.approverRole and deps.resolveUserRole are both present. Live pending approvals and SQLite row both show approverUserId=null and approverRole=null."
ISSUE-00203,ISSUE-00203,existing,workflows,P3,confirmed_but_statement_drifted,code_change,phase4-design-density,no,queued,"The wrong-field tenant comparison still exists in current source, but the live symptom is narrower than the original admin-focused statement. resolveAuthorizedRun still compares run tenantId against principal.principalId instead of principal.tenantId; however, the function now short-circuits earlier for privileged principals (scope hub.admin or role owner/admin), which masks the bug for admin-role tokens. Fresh main-runtime probes showed a same-tenant forged admin-role token could read the run via this privileged bypass, while same-tenant non-admin operator/viewer tokens for the exact same run were rejected with WORKFLOW_RUN_FORBIDDEN even though the stored run context shows tenantId=admin-001. Corrected statement: current code still carries the wrong tenant fallback comparison, but the live false-negative now manifests for non-privileged same-tenant principals because privileged admin/owner callers are allowed before the buggy predicate is reached."
ISSUE-00204,ISSUE-00204,existing,workflows,P2,confirmed_but_statement_drifted,code_change,phase4-design-density,no,queued,"Current code still leaves workflow approval expiry orphaned. friday-hub-bootstrap schedules approval-expiry-sweep only for selfLearningRuntime.approvals, while workflowRuntime.approval.expirePending still has no scheduled caller. Fresh main-runtime proof used a real workflow approval with timeoutMs=2000: at 2026-04-19T05:37:55Z and again at 2026-04-19T05:40:38Z, approval 89235878-8072-4cc8-81bd-9e8c21739fb7 remained status=pending and parent run 6f6d9386-fb32-48b7-ab6a-0f10224e75e8 remained status=paused well past timeoutAt=2026-04-19T05:30:57.063Z. Corrected statement: workflow approvals still carry timeoutAt but current hub scheduling only expires the learning approval service, so workflow approvals remain pending past timeout until manual resolution or some other run-side action intervenes."
ISSUE-00205,ISSUE-00205,existing,satellites,P1,confirmed_exact,code_change,phase3a-workflow-family,yes,verified_main_runtime,"Resume cursor verification is now closed with constant-time HMAC comparison. Source now guards signature length and uses `timingSafeEqual` in `createFridayResumeCursorSigner`, and the signer regression test covers both equal-length tampering and mismatched-length signatures without leaking through string comparison semantics. Fresh main-runtime satellite live probe registered and approved a real satellite, used the issued satellite token against `/v1/satellites/:satelliteId/sync/push`, observed a tampered cursor return `AUTH_UNAUTHORIZED` with no `ack_checkpoint:*` row persisted, then proved the same route/auth path could still accept a control ack and persist `hub_settings.key=ack_checkpoint:<satelliteId>:<streamId>` with value `1`."
ISSUE-00206,ISSUE-00206,existing,satellites,P2,confirmed_exact,code_change,phase4-design-density,no,queued,"The offline sweeper is still instantiated but not scheduled anywhere. Source search finds createFridaySatelliteOfflineSweeper only in the runtime constructor/exports and no .sweep() caller. In a real isolated probe, a satellite approved with satellite.write reported heartbeat status online at 2026-04-19T02:52:54.689Z; after 95 seconds the satellites table still showed pairing_status=""online"" with unchanged updated_at, while the fleet list reported heartbeatAgeMs≈95025 and healthState=""degraded"" for that same satellite. The stale heartbeat was observed, but no automatic degraded/offline status transition ran."
ISSUE-00207,ISSUE-00207,existing,jobs,P3,confirmed_exact,code_change,phase4-design-density,no,queued,"Both exported satellite job factories remain dead code. Source search still finds createFridaySatellitePairingExpiryJob and createFridaySatelliteOfflineSweepJob only at their own definitions. Current live scheduler wiring in hub bootstrap registers retention-sweep, not a pairing-expiry job, and the isolated runtime's friday_scheduler_jobs table contains retention-sweep plus other active jobs but no satellite-pairing-expiry or satellite-offline-sweep entries. Retention-sweep now performs the pairing-request expiry/deletion work directly, while offline status is handled separately by the orphan sweeper/service path already evidenced under ISSUE-00206."
CAND-20260418-001,CAND-20260418-001,new,audit,P1,confirmed_exact,code_change,phase3b-memory-ledger-family,yes,verified_main_runtime,"Audit JSONL now follows the resolved runtime stateDir even when FRIDAY_STATE_DIR is omitted. Source now resolves the hub audit path from stateRuntime.stateDir instead of config/env fallback '.', and a new bootstrap regression test guards that path selection. Fresh main-runtime rerun started from a clean cwd with only HOME set, then drove a denied marketplace install: SQLite wrote 4 audit_logs rows under /Library/Application Support/Friday/state/friday.db, the matching stateDir .friday/audit.jsonl gained 4 lines ending in listing.installation.denied, and the clean cwd never created .friday/audit.jsonl."
CAND-20260418-002,CAND-20260418-002,new,api/providers,P1,confirmed_exact,code_change,phase3c-agent-provider-family,yes,verified_main_runtime,"Verified after remediation: POST /v1/agent/runs now normalizes requestedProviderId/requestedModel aliases into the canonical providerId/model path, rejects conflicting alias/canonical pairs with 400 VALIDATION_ERROR, and provider-service routing now hard-filters requestedProviderId so learning/history cannot override an explicit pin. Fresh isolated rerun b2b75c4f-b19d-443e-a328-ce69cb3a7b00 and main-runtime rerun 7471bfab-97ce-447e-94a8-48cb2b86b2a8 both show requestedProviderId/requestedModel echoed in route_selected with actualProviderId matching the requested OpenAI provider and learningAdjusted=false."
CAND-20260419-003,CAND-20260419-003,new,runtime,P1,confirmed_exact,code_change,phase3z-p1-other,yes,verified_targeted_tests,"Closed via targeted runtime-identity verification. The admin config snapshot now surfaces the live runtimeStateDir and launchCwd from the initialized hub runtime, so `/v1/config` can report actual path ownership directly instead of relying on port-3141/worktree inference. Targeted helper + isolated runtime coverage passed (2 files / 9 tests observed, no type errors)."
CAND-20260419-004,CAND-20260419-004,new,audit-harness,P1,confirmed_exact,code_change,phase3b-memory-ledger-family,yes,verified_main_runtime,"Memory learned-facts repro harness now redacts accessToken/refreshToken only at artifact-write time while preserving the live in-memory bearer for follow-on requests. Source hardens audit-fix/scripts/reprobe-memory-learned-facts-cluster.mjs with deep token redaction on every JSON artifact. Fresh main-runtime rerun under cand-20260419-004-main-rerun-current shows login.json and all follow-on request artifacts contain only <redacted>, 21 bearer-authenticated requests completed with only 200/404 statuses, authFalseNegative401Count=0, and no raw JWT string leaked anywhere in the output directory. Provider recall outcomes remained orthogonal to this harness fix."
CAND-20260419-005,CAND-20260419-005,new,validation/provider-lane,P1,confirmed_exact,code_change,phase3z-p1-other,yes,verified_targeted_tests,"Targeted provider-routing regression coverage now closes the non-routable OAuth fallback lane: runWithFallback prefilters unpinned OAuth candidates that do not have an active login, reuses prefetched scoped/OAuth credentials during execution, and the provider-service suite proves a default-provider failure no longer fans into a spurious PROVIDER_AUTH_INVALID attempt against the logged-out Anthropic fallback."
CAND-20260419-006,CAND-20260419-006,new,cli,P3,confirmed_exact,code_change,phase4-design-density,no,verified_main_runtime,"The parser/help drift discovered during CLI revalidation is fixed alongside ISSUE-00163. Live help rerun shows root help includes `friday tui`, dedicated `friday tui --help` differs from root help, and the public command now reaches the dashboard."
CAND-20260419-007,CAND-20260419-007,new,workflows,P1,confirmed_exact,code_change,phase2-release-blockers,main-runtime-open-blocker,verified_main_runtime,Workflow run pause/resume state was structurally unwired. It is now fixed in source and revalidated in main runtime: blocker-group1 rerun shows deadlineAt/pausedAt/resumedAt/finishedAt present in HTTP and workflow_runs for run 5373d599-6417-49df-a9ea-5cb07cf70056.
CAND-20260419-008,CAND-20260419-008,new,rules,P1,confirmed_exact,code_change,phase2-release-blockers,main-runtime-open-blocker,verified_main_runtime,"The rules bundle create/update path was structurally unwired from bundle-version persistence. It is now fixed in source and revalidated in main runtime: blocker-group1 rerun shows POST/PATCH both 200, GET /v1/rules/bundles/:bundleId/versions returns 2 items, and rule_policy_bundle_versions has 2 rows for bundle 0ce60cf7-1f0e-40ff-b699-a7e1a0532caf."
CAND-20260419-009,CAND-20260419-009,new,agent-loop,P1,confirmed_exact,code_change,phase2-release-blockers,main-runtime-open-blocker,verified_main_runtime,"Main-runtime expert-mode partial update was able to commit policy mutations before failing. It is now fixed in source and revalidated in main runtime: invalid PUT /v1/agent-loop/expert-mode returns 400 VALIDATION_ERROR with friday_agent_loop_policy unchanged, valid partial update returns 200 and updates probeBudget/timeBudgetMinutes, and a revert call restores the initial policy values."
CAND-20260419-010,CAND-20260419-010,new,workflows/builder,P1,confirmed_exact,code_change,phase2-release-blockers,main-runtime-open-blocker,verified_main_runtime,"Main-runtime workflow lock acquisition was structurally unwired from workflow existence and persisted to the wrong table. It is now fixed in source and revalidated in main runtime: nonexistent acquire returns 404, mismatched ownerUserId returns 400 with no lock row, valid acquire persists a row in workflow_locks, and release removes it."
CAND-20260419-011,CAND-20260419-011,new,api/rate-limit,P3,confirmed_exact,code_change,phase4-design-density,no,queued,"Main-runtime POST /v1/memory/items with invalid namespace returned 400 without any X-RateLimit-* headers, while the same route on success returned X-RateLimit-Limit/Remaining/Reset. Source shows FridayHttpServer drops middlewareHeaders in the error catch path."
CAND-20260419-012,CAND-20260419-012,new,sessions/memory,P1,confirmed_exact,code_change,phase2-release-blockers,main-runtime-open-blocker,verified_main_runtime,"Discovered during ISSUE-00117 rerun: `memory/remember` reprocessed already extracted messages and duplicated `memory_items` instead of being idempotent. Source now filters `memory_extract_status=""extracted""` before `processInline`, unit tests cover the regression, and a main-runtime rerun shows repeated remember on the same extracted message returns `processedMessageCount=0`, `skippedMessageCount=1`, `memoryItemsCreated=0`, with `memoryItemsDelta=0` in SQLite."
CAND-20260419-013,CAND-20260419-013,new,sessions/agent-runtime,P1,confirmed_exact,code_change,phase3-release-blockers,main-runtime-open-blocker,verified_main_runtime,"Root cause confirmed: CAPABILITY_QUERY in friday-execution-classifier matched the incidental substring ""is blocked or disabled"" inside imperative agent tasks, so /v1/agent/runs misclassified explicit skill_run instructions as sync_immediate capability queries and returned the canned Current capabilities response with durationMs=0 and no execution trace. Source now narrows state-query matching to whole capability questions, the regression test locks the failing task text, isolated rerun proves the short-circuit is gone, and a fresh main-runtime run now executes the real agent/tool path with tool_start/tool_end plus a truthful node-skill disabled blocker response."
